Occurrence_ID,Work_ID,Source_Commit,Source_Line,Source_Section,Source_Subsection,Title_As_Listed,Primary_URL_As_Listed,Strong_Identifier,Repository_Date,Venue_Label,Taxonomy_Branch,Feedback_Type,Feedback_Subtype,Feedback_Granularity,Feedback_Phase,Interaction_Types,Interaction_Variant,Orchestration_Strategy,Orchestration_Synchronization,Communication_Structure,Communication_Mode
ACL26-O-0096,ACL26-W-B2267778FEC6,7b3ba9deefe99172748582f6025d995ccc2a6f86,259,Latest Research Papers,,LLM-Powered Hierarchical Language Agent for Real-time Human-AI Coordination,https://arxiv.org/abs/2312.15224,arxiv:2312.15224,2023-12-23,AAMAS 2024,,,,,,,,,,,
ACL26-O-0097,ACL26-W-9373B7410120,7b3ba9deefe99172748582f6025d995ccc2a6f86,261,Latest Research Papers,,SOTOPIA: Interactive Evaluation for Social Intelligence in Language Agents,https://openreview.net/forum?id=mM7VurbA4r,openreview:mm7vurba4r,2023-10-18,ICLR 2024,,,,,,,,,,,
ACL26-O-0098,ACL26-W-70C548CF025A,7b3ba9deefe99172748582f6025d995ccc2a6f86,263,Latest Research Papers,,Drive as You Speak: Enabling Human-Like Interaction with Large Language Models in Autonomous Vehicles,https://arxiv.org/abs/2309.10228,arxiv:2309.10228,2023-09-19,WACV 2024,,,,,,,,,,,
ACL26-O-0099,ACL26-W-BE797B75B0BD,7b3ba9deefe99172748582f6025d995ccc2a6f86,265,Latest Research Papers,,MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback,https://arxiv.org/abs/2309.10691,arxiv:2309.10691,2023-09-19,ICLR 2024,,,,,,,,,,,
ACL26-O-0100,ACL26-W-8B4D5F621271,7b3ba9deefe99172748582f6025d995ccc2a6f86,267,Latest Research Papers,,MindAgent: Emergent Gaming Interaction,https://aclanthology.org/2024.findings-naacl.200/,acl:2024.findings-naacl.200,2023-09-18,NAACL 2024,,,,,,,,,,,
ACL26-O-0101,ACL26-W-411FA4F27687,7b3ba9deefe99172748582f6025d995ccc2a6f86,269,Latest Research Papers,,MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,https://openreview.net/forum?id=VtmBAGCN7o,openreview:vtmbagcn7o,2023-08-01,ICML 2023,,,,,,,,,,,
ACL26-O-0102,ACL26-W-906C5B07BE8D,7b3ba9deefe99172748582f6025d995ccc2a6f86,271,Latest Research Papers,,Building Cooperative Embodied Agents Modularly with Large Language Models,https://arxiv.org/abs/2307.02485,arxiv:2307.02485,2023-07-05,ICLR 2024,,,,,,,,,,,
ACL26-O-0103,ACL26-W-0437B1C929E7,7b3ba9deefe99172748582f6025d995ccc2a6f86,273,Latest Research Papers,,Embodied Task Planning with Large Language Models,https://arxiv.org/abs/2307.01848,arxiv:2307.01848,2023-07-04,ICML 2023,,,,,,,,,,,
ACL26-O-0104,ACL26-W-BF65B171074F,7b3ba9deefe99172748582f6025d995ccc2a6f86,275,Latest Research Papers,,Improved Trust in Human-Robot Collaboration With ChatGPT,https://ieeexplore.ieee.org/abstract/document/10141597,title:improved trust in human robot collaboration with chatgpt,2023-06-01,IEEE 2023,,,,,,,,,,,
ACL26-O-0105,ACL26-W-2303C771A632,7b3ba9deefe99172748582f6025d995ccc2a6f86,277,Latest Research Papers,,Investigating Agency of LLMs in Human-AI Collaboration Tasks,https://aclanthology.org/2024.eacl-long.119/,acl:2024.eacl-long.119,2023-05-22,EACL 2024,,,,,,,,,,,
ACL26-O-0106,ACL26-W-F792DD4BA5E2,7b3ba9deefe99172748582f6025d995ccc2a6f86,279,Latest Research Papers,,Improving Grounded Language Understanding in a Collaborative Environment by Interacting with Agents Through Help Feedback,https://arxiv.org/abs/2304.10750,arxiv:2304.10750,2023-04-21,EACL 2024,,,,,,,,,,,
ACL26-O-0107,ACL26-W-589A20C57AE3,7b3ba9deefe99172748582f6025d995ccc2a6f86,289,"Applications, Datasets & Benchmarks",Web Navigation & Computer Use,When Users Change Their Mind: Evaluating Interruptible Agents in Long-Horizon Web Navigation,https://arxiv.org/abs/2604.00892,arxiv:2604.00892,2026-04-01,arXiv 2026,,,,,,,,,,,
ACL26-O-0108,ACL26-W-CE8841F63DE7,7b3ba9deefe99172748582f6025d995ccc2a6f86,291,"Applications, Datasets & Benchmarks",Web Navigation & Computer Use,"LiveClawBench: Benchmarking LLM Agents on Complex, Real-World Assistant Tasks",https://arxiv.org/abs/2604.13072,arxiv:2604.13072,2026-03-20,arXiv 2026,,,,,,,,,,,
ACL26-O-0109,ACL26-W-F60977424D7F,7b3ba9deefe99172748582f6025d995ccc2a6f86,293,"Applications, Datasets & Benchmarks",Web Navigation & Computer Use,Modeling Distinct Human Interaction in Web Agents (CowCorpus),https://arxiv.org/abs/2602.17588,arxiv:2602.17588,2026-02-19,arXiv 2026,,,,,,,,,,,
ACL26-O-0110,ACL26-W-B5A204F4467D,7b3ba9deefe99172748582f6025d995ccc2a6f86,295,"Applications, Datasets & Benchmarks",Web Navigation & Computer Use,Overseeing Agents Without Constant Oversight: Challenges and Opportunities,https://arxiv.org/abs/2602.16844,arxiv:2602.16844,2026-02-18,arXiv 2026,,,,,,,,,,,
ACL26-O-0111,ACL26-W-3B894E22ADAF,7b3ba9deefe99172748582f6025d995ccc2a6f86,300,"Applications, Datasets & Benchmarks","Software Engineering, Coding",Getting Better at Working With You: Compiling User Corrections into Runtime Enforcement for Coding Agents (TRACE),https://arxiv.org/abs/2606.13174,arxiv:2606.13174,2026-06-11,arXiv 2026,,,,,,,,,,,
ACL26-O-0112,ACL26-W-3086638BE92A,7b3ba9deefe99172748582f6025d995ccc2a6f86,302,"Applications, Datasets & Benchmarks","Software Engineering, Coding","Human Oversight of Agentic Systems in Practice: Examining the Oversight Work, Challenges, and Heuristics of Developers Using Software Agents",https://arxiv.org/abs/2606.05391,arxiv:2606.05391,2026-06-03,arXiv 2026,,,,,,,,,,,
ACL26-O-0113,ACL26-W-F58001D0B0AA,7b3ba9deefe99172748582f6025d995ccc2a6f86,304,"Applications, Datasets & Benchmarks","Software Engineering, Coding",AgentCollabBench: Diagnosing When Good Agents Make Bad Collaborators,https://arxiv.org/abs/2605.08647,arxiv:2605.08647,2026-05-09,arXiv 2026,,,,,,,,,,,
ACL26-O-0114,ACL26-W-4B3108A0E53F,7b3ba9deefe99172748582f6025d995ccc2a6f86,306,"Applications, Datasets & Benchmarks","Software Engineering, Coding",CollabSkill: Evaluating Human-Agent Collaboration On Real-World Tasks,https://arxiv.org/abs/2606.09833,arxiv:2606.09833,2026-04-20,arXiv 2026,,,,,,,,,,,
ACL26-O-0115,ACL26-W-D9ACE8823B34,7b3ba9deefe99172748582f6025d995ccc2a6f86,308,"Applications, Datasets & Benchmarks","Software Engineering, Coding",Ask or Assume? Uncertainty-Aware Clarification-Seeking in Coding Agents,https://arxiv.org/abs/2603.26233,arxiv:2603.26233,2026-03-27,arXiv 2026,,,,,,,,,,,
ACL26-O-0116,ACL26-W-F1BC34347FF2,7b3ba9deefe99172748582f6025d995ccc2a6f86,310,"Applications, Datasets & Benchmarks","Software Engineering, Coding",RECODE-H: A Benchmark for Research Code Development with Interactive Human Feedback,https://arxiv.org/abs/2510.06186,arxiv:2510.06186,2025-10-07,arXiv 2025,,,,,,,,,,,
ACL26-O-0117,ACL26-W-721A73E61171,7b3ba9deefe99172748582f6025d995ccc2a6f86,312,"Applications, Datasets & Benchmarks","Software Engineering, Coding",Magentic-UI: Towards Human-in-the-loop Agentic Systems,https://www.arxiv.org/abs/2507.22358,arxiv:2507.22358,2025-07-30,arXiv 2025,,,,,,,,,,,
ACL26-O-0118,ACL26-W-EC4A2ED9764C,7b3ba9deefe99172748582f6025d995ccc2a6f86,314,"Applications, Datasets & Benchmarks","Software Engineering, Coding",SWEET-RL: Training Multi-Turn LLM Agents on Collaborative Reasoning Tasks,https://arxiv.org/abs/2503.15478,arxiv:2503.15478,2025-03-19,arXiv 2025,,,,,,,,,,,
ACL26-O-0119,ACL26-W-3BFB45451A36,7b3ba9deefe99172748582f6025d995ccc2a6f86,316,"Applications, Datasets & Benchmarks","Software Engineering, Coding",ConvCodeWorld: Benchmarking Conversational Code Generation in Reproducible Feedback Environments,https://arxiv.org/abs/2502.19852,arxiv:2502.19852,2025-02-27,ICLR 2025,,,,,,,,,,,
ACL26-O-0120,ACL26-W-BE797B75B0BD,7b3ba9deefe99172748582f6025d995ccc2a6f86,318,"Applications, Datasets & Benchmarks","Software Engineering, Coding",MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback,https://arxiv.org/abs/2309.10691,arxiv:2309.10691,2023-09-19,ICLR 2024,,,,,,,,,,,
ACL26-O-0121,ACL26-W-A9B909880158,7b3ba9deefe99172748582f6025d995ccc2a6f86,320,"Applications, Datasets & Benchmarks","Software Engineering, Coding",InterCode: Standardizing and Benchmarking Interactive Coding with Execution Feedback,https://arxiv.org/abs/2306.14898,arxiv:2306.14898,2023-06-26,NeurIPS 2023,,,,,,,,,,,
ACL26-O-0122,ACL26-W-0683577E1E9C,7b3ba9deefe99172748582f6025d995ccc2a6f86,325,"Applications, Datasets & Benchmarks","Embodied AI, Robotics",LLM Agents for Deliberative Collaboration: A Study on Joint Decision Making Under Partial Observability,https://arxiv.org/abs/2607.06157,arxiv:2607.06157,2026-07-07,arXiv 2026,,,,,,,,,,,
ACL26-O-0123,ACL26-W-7B261B704808,7b3ba9deefe99172748582f6025d995ccc2a6f86,327,"Applications, Datasets & Benchmarks","Embodied AI, Robotics",PARTNR: A Benchmark for Planning and Reasoning in Embodied Multi-agent Tasks,https://arxiv.org/abs/2411.00081,arxiv:2411.00081,2024-10-31,ICLR 2025,,,,,,,,,,,
ACL26-O-0124,ACL26-W-BE797B75B0BD,7b3ba9deefe99172748582f6025d995ccc2a6f86,330,"Applications, Datasets & Benchmarks","Embodied AI, Robotics",MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback,https://arxiv.org/abs/2309.10691,arxiv:2309.10691,2023-09-19,ICLR 2024,,,,,,,,,,,
ACL26-O-0125,ACL26-W-906C5B07BE8D,7b3ba9deefe99172748582f6025d995ccc2a6f86,332,"Applications, Datasets & Benchmarks","Embodied AI, Robotics",Building Cooperative Embodied Agents Modularly with Large Language Models,https://arxiv.org/abs/2307.02485,arxiv:2307.02485,2023-07-05,ICLR 2024,,,,,,,,,,,
ACL26-O-0126,ACL26-W-0437B1C929E7,7b3ba9deefe99172748582f6025d995ccc2a6f86,334,"Applications, Datasets & Benchmarks","Embodied AI, Robotics",Embodied Task Planning with Large Language Models,https://arxiv.org/abs/2307.01848,arxiv:2307.01848,2023-07-04,arXiv 2023,,,,,,,,,,,
ACL26-O-0127,ACL26-W-F792DD4BA5E2,7b3ba9deefe99172748582f6025d995ccc2a6f86,336,"Applications, Datasets & Benchmarks","Embodied AI, Robotics",Improving Grounded Language Understanding in a Collaborative Environment by Interacting with Agents Through Help Feedback,https://arxiv.org/abs/2304.10750,arxiv:2304.10750,2023-04-21,EACL 2024 Findings,,,,,,,,,,,
ACL26-O-0128,ACL26-W-B62CCF74D983,7b3ba9deefe99172748582f6025d995ccc2a6f86,341,"Applications, Datasets & Benchmarks",Conversation System,Learning User Simulators with Turing Rewards,https://arxiv.org/abs/2606.19336,arxiv:2606.19336,2026-06-17,arXiv 2026,,,,,,,,,,,
ACL26-O-0129,ACL26-W-589CAE49FEF9,7b3ba9deefe99172748582f6025d995ccc2a6f86,343,"Applications, Datasets & Benchmarks",Conversation System,Re-Centering Humans in LLM Personalization,https://arxiv.org/abs/2606.06614,arxiv:2606.06614,2026-06-04,arXiv 2026,,,,,,,,,,,
ACL26-O-0130,ACL26-W-4388C640E4B8,7b3ba9deefe99172748582f6025d995ccc2a6f86,345,"Applications, Datasets & Benchmarks",Conversation System,VitaBench 2.0: Evaluating Personalized and Proactive Agents in Long-Term User Interactions,https://arxiv.org/abs/2605.27141,arxiv:2605.27141,2026-05-26,arXiv 2026,,,,,,,,,,,
ACL26-O-0131,ACL26-W-7D20B284A65F,7b3ba9deefe99172748582f6025d995ccc2a6f86,347,"Applications, Datasets & Benchmarks",Conversation System,Reinforcing Human Behavior Simulation via Verbal Feedback (DITTO & SOUL),https://arxiv.org/abs/2605.20506,arxiv:2605.20506,2026-05-19,arXiv 2026,,,,,,,,,,,
ACL26-O-0132,ACL26-W-36588A821BE5,7b3ba9deefe99172748582f6025d995ccc2a6f86,349,"Applications, Datasets & Benchmarks",Conversation System,User Preference Modeling for Conversational LLM Agents: Weak Rewards from Retrieval-Augmented Interaction (VARS),https://arxiv.org/abs/2603.20939,arxiv:2603.20939,2026-03-21,arXiv 2026,,,,,,,,,,,
ACL26-O-0133,ACL26-W-7CBA3E6AFA56,7b3ba9deefe99172748582f6025d995ccc2a6f86,351,"Applications, Datasets & Benchmarks",Conversation System,InfoPO: Information-Driven Policy Optimization for User-Centric Agents,https://arxiv.org/abs/2603.00656,arxiv:2603.00656,2026-02-28,arXiv 2026,,,,,,,,,,,
ACL26-O-0134,ACL26-W-663CA9009136,7b3ba9deefe99172748582f6025d995ccc2a6f86,353,"Applications, Datasets & Benchmarks",Conversation System,Learning Personalized Agents from Human Feedback,https://arxiv.org/abs/2602.16173,arxiv:2602.16173,2026-02-18,arXiv 2026,,,,,,,,,,,
ACL26-O-0135,ACL26-W-BB5531AED203,7b3ba9deefe99172748582f6025d995ccc2a6f86,355,"Applications, Datasets & Benchmarks",Conversation System,Value of Information: A Framework for Human-Agent Communication,https://arxiv.org/abs/2601.06407,arxiv:2601.06407,2026-01-10,arXiv 2026,,,,,,,,,,,
ACL26-O-0136,ACL26-W-C7370A263994,7b3ba9deefe99172748582f6025d995ccc2a6f86,357,"Applications, Datasets & Benchmarks",Conversation System,UserRL: Training Proactive User-Centric Agent via Reinforcement Learning,https://arxiv.org/abs/2509.19736,arxiv:2509.19736,2025-09-24,arXiv 2025,,,,,,,,,,,
ACL26-O-0137,ACL26-W-298AE29DE73E,7b3ba9deefe99172748582f6025d995ccc2a6f86,359,"Applications, Datasets & Benchmarks",Conversation System,Learning to Clarify: Multi-turn Conversations with Action-Based Contrastive Self-Training,https://arxiv.org/abs/2406.00222,arxiv:2406.00222,2025-05-24,ICLR 2025,,,,,,,,,,,
ACL26-O-0138,ACL26-W-AA6CB8E44012,7b3ba9deefe99172748582f6025d995ccc2a6f86,361,"Applications, Datasets & Benchmarks",Conversation System,Into the Unknown Unknowns: Engaged Human Learning through Participation in Language Model Agent Conversations,https://arxiv.org/abs/2408.15232,arxiv:2408.15232,2024-08-27,EMNLP 2024,,,,,,,,,,,
ACL26-O-0139,ACL26-W-66BB71E5DDBE,7b3ba9deefe99172748582f6025d995ccc2a6f86,364,"Applications, Datasets & Benchmarks",Conversation System,WebLINX: Real-World Website Navigation with Multi-Turn Dialogue,https://arxiv.org/abs/2402.05930,arxiv:2402.05930,2024-02-08,arXiv 2024,,,,,,,,,,,
ACL26-O-0140,ACL26-W-BE797B75B0BD,7b3ba9deefe99172748582f6025d995ccc2a6f86,366,"Applications, Datasets & Benchmarks",Conversation System,MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback,https://arxiv.org/abs/2309.10691,arxiv:2309.10691,2023-09-19,ICLR 2024,,,,,,,,,,,
ACL26-O-0141,ACL26-W-778E0EB83792,7b3ba9deefe99172748582f6025d995ccc2a6f86,372,"Applications, Datasets & Benchmarks","Data Science, Scientific Discovery",PerspectiveGap: A Benchmark for Multi-Agent Orchestration Prompting,https://arxiv.org/abs/2606.08878,arxiv:2606.08878,2026-06-07,arXiv 2026,,,,,,,,,,,
ACL26-O-0142,ACL26-W-B60BD98A4CFF,7b3ba9deefe99172748582f6025d995ccc2a6f86,374,"Applications, Datasets & Benchmarks","Data Science, Scientific Discovery",AgentDS: Benchmarking the Future of Human-AI Collaboration in Domain-Specific Data Science,https://arxiv.org/abs/2603.19005,arxiv:2603.19005,2026-03-19,arXiv 2026,,,,,,,,,,,
ACL26-O-0143,ACL26-W-3474AE13BD1A,7b3ba9deefe99172748582f6025d995ccc2a6f86,379,"Applications, Datasets & Benchmarks",Gaming,CollabBench: Benchmarking and Unleashing Collaborative Ability of LLMs with Diverse Players via Proactive Engagement,https://arxiv.org/abs/2606.05793,arxiv:2606.05793,2026-06-04,ICML 2026,,,,,,,,,,,
ACL26-O-0144,ACL26-W-DB6A36EBE966,7b3ba9deefe99172748582f6025d995ccc2a6f86,381,"Applications, Datasets & Benchmarks",Gaming,MineWorld: a Real-Time and Open-Source Interactive World Model on Minecraft,https://arxiv.org/abs/2504.08388,arxiv:2504.08388,2025-04-11,arXiv 2025,,,,,,,,,,,
ACL26-O-0145,ACL26-W-8B4D5F621271,7b3ba9deefe99172748582f6025d995ccc2a6f86,384,"Applications, Datasets & Benchmarks",Gaming,MindAgent: Emergent Gaming Interaction,https://arxiv.org/abs/2309.09971,arxiv:2309.09971,2023-09-18,ICLR 2024,,,,,,,,,,,
ACL26-O-0146,ACL26-W-8EDE1E377D5D,7b3ba9deefe99172748582f6025d995ccc2a6f86,389,"Applications, Datasets & Benchmarks",Finance,FinArena: A Human-Agent Collaboration Framework for Financial Market Analysis and Forecasting,https://arxiv.org/abs/2503.02692,arxiv:2503.02692,2025-03-04,arXiv 2025,,,,,,,,,,,
ACL26-O-0147,ACL26-W-DF07DBD078A5,7b3ba9deefe99172748582f6025d995ccc2a6f86,394,"Applications, Datasets & Benchmarks","Healthcare, Medicine",Not All Uncertainty Is Equal: How Uncertainty Granularity Shapes Human Verification in LLM-Assisted Decision Making,https://arxiv.org/abs/2605.28571,arxiv:2605.28571,2026-05-27,FAccT 2026,,,,,,,,,,,
ACL26-O-0148,ACL26-W-70E3FF79FA10,7b3ba9deefe99172748582f6025d995ccc2a6f86,396,"Applications, Datasets & Benchmarks","Healthcare, Medicine",GenoMAS: A Multi-Agent Framework for Scientific Discovery via Code-Driven Gene Expression Analysis,https://arxiv.org/abs/2507.21035,arxiv:2507.21035,2025-07-28,arXiv 2025,,,,,,,,,,,
ACL26-O-0149,ACL26-W-5BB72E12140C,7b3ba9deefe99172748582f6025d995ccc2a6f86,398,"Applications, Datasets & Benchmarks","Healthcare, Medicine",EmoAgent: Assessing and Safeguarding Human-AI Interaction for Mental Health Safety,https://arxiv.org/abs/2504.09689,arxiv:2504.09689,2025-04-13,arXiv 2025,,,,,,,,,,,
ACL26-O-0150,ACL26-W-5BA841BD1C2A,7b3ba9deefe99172748582f6025d995ccc2a6f86,403,"Applications, Datasets & Benchmarks","General-Purpose Assistants, Cross-Domain",Just A Rather Very Intelligent Spoken Agent (JarvisBench),https://arxiv.org/abs/2607.16610,arxiv:2607.16610,2026-07-18,arXiv 2026,,,,,,,,,,,
ACL26-O-0151,ACL26-W-6B3ADFD39E05,7b3ba9deefe99172748582f6025d995ccc2a6f86,405,"Applications, Datasets & Benchmarks","General-Purpose Assistants, Cross-Domain",HAS-Bench: Evaluating LLM-Based Human-Agent Systems under Configurable Human Participation,https://arxiv.org/abs/2607.04329,arxiv:2607.04329,2026-07-05,arXiv 2026,,,,,,,,,,,
ACL26-O-0152,ACL26-W-F7B93EF4142D,7b3ba9deefe99172748582f6025d995ccc2a6f86,407,"Applications, Datasets & Benchmarks","General-Purpose Assistants, Cross-Domain",Uncertainty Decomposition for Clarification Seeking in LLM Agents,https://arxiv.org/abs/2606.19559,arxiv:2606.19559,2026-06-17,arXiv 2026,,,,,,,,,,,
ACL26-O-0153,ACL26-W-3717D5F201B9,7b3ba9deefe99172748582f6025d995ccc2a6f86,409,"Applications, Datasets & Benchmarks","General-Purpose Assistants, Cross-Domain",Uncertainty-Aware Clarification in LLM Agents with Information Gain,https://arxiv.org/abs/2606.03135,arxiv:2606.03135,2026-06-02,arXiv 2026,,,,,,,,,,,
ACL26-O-0154,ACL26-W-BF157A5B8CE4,7b3ba9deefe99172748582f6025d995ccc2a6f86,411,"Applications, Datasets & Benchmarks","General-Purpose Assistants, Cross-Domain",Reframing LLM Agent Security as an Agent-Human Interaction Problem,https://arxiv.org/abs/2605.24309,arxiv:2605.24309,2026-05-23,arXiv 2026,,,,,,,,,,,
ACL26-O-0155,ACL26-W-A9CBC0D4C5D5,7b3ba9deefe99172748582f6025d995ccc2a6f86,413,"Applications, Datasets & Benchmarks","General-Purpose Assistants, Cross-Domain",A Decoupled Human-in-the-Loop System for Controlled Autonomy in Agentic Workflows,https://arxiv.org/abs/2604.23049,arxiv:2604.23049,2026-04-24,arXiv 2026,,,,,,,,,,,
ACL26-O-0156,ACL26-W-68AC8BC6AAE2,7b3ba9deefe99172748582f6025d995ccc2a6f86,415,"Applications, Datasets & Benchmarks","General-Purpose Assistants, Cross-Domain",Label Effects: Shared Heuristic Reliance in Trust Assessment by Humans and LLM-as-a-Judge,https://arxiv.org/abs/2604.05593,arxiv:2604.05593,2026-04-07,arXiv 2026,,,,,,,,,,,
ACL26-O-0157,ACL26-W-4388C640E4B8,7b3ba9deefe99172748582f6025d995ccc2a6f86,421,"Applications, Datasets & Benchmarks","Retail, Telecom",VitaBench 2.0: Evaluating Personalized and Proactive Agents in Long-Term User Interactions,https://arxiv.org/abs/2605.27141,arxiv:2605.27141,2026-05-26,arXiv 2026,,,,,,,,,,,
ACL26-O-0158,ACL26-W-8AF9F5C774AA,7b3ba9deefe99172748582f6025d995ccc2a6f86,423,"Applications, Datasets & Benchmarks","Retail, Telecom",SalesSim: Benchmarking and Aligning Multimodal Language Models as Retail User Simulators,https://arxiv.org/abs/2605.08334,arxiv:2605.08334,2026-05-08,arXiv 2026,,,,,,,,,,,
ACL26-O-0159,ACL26-W-060DCE500842,7b3ba9deefe99172748582f6025d995ccc2a6f86,425,"Applications, Datasets & Benchmarks","Retail, Telecom",τ2-Bench: Evaluating Conversational Agents in a Dual-Control Environment,https://arxiv.org/abs/2506.07982,arxiv:2506.07982,2025-06-09,arXiv 2025,,,,,,,,,,,
ACL26-O-0160,ACL26-W-AB131396114B,7b3ba9deefe99172748582f6025d995ccc2a6f86,427,"Applications, Datasets & Benchmarks","Retail, Telecom",τ-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,https://openreview.net/forum?id=roNSXZpUDN,openreview:ronsxzpudn,2024-06-18,ICLR 2025,,,,,,,,,,,
ACL26-O-0161,ACL26-W-A74FB31E13AF,7b3ba9deefe99172748582f6025d995ccc2a6f86,434,"Applications, Datasets & Benchmarks",Travel,UserBench: An Interactive Gym Environment for User-Centric Agents,https://arxiv.org/abs/2507.22034,arxiv:2507.22034,2025-07-29,arXiv 2025,,,,,,,,,,,
ACL26-O-0162,ACL26-W-060DCE500842,7b3ba9deefe99172748582f6025d995ccc2a6f86,436,"Applications, Datasets & Benchmarks",Travel,τ2-Bench: Evaluating Conversational Agents in a Dual-Control Environment,https://arxiv.org/abs/2506.07982,arxiv:2506.07982,2025-06-09,arXiv 2025,,,,,,,,,,,
ACL26-O-0163,ACL26-W-AB131396114B,7b3ba9deefe99172748582f6025d995ccc2a6f86,438,"Applications, Datasets & Benchmarks",Travel,τ-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains,https://openreview.net/forum?id=roNSXZpUDN,openreview:ronsxzpudn,2024-06-18,ICLR 2025,,,,,,,,,,,
ACL26-O-0164,ACL26-W-EBC77D62BDE3,7b3ba9deefe99172748582f6025d995ccc2a6f86,443,"Applications, Datasets & Benchmarks",Writing,ECHO: Explainable Co-editing with Human-in-the-loop Operations for Presentation Refinement,https://arxiv.org/abs/2606.09851,arxiv:2606.09851,2026-05-11,arXiv 2026,,,,,,,,,,,
ACL26-O-0165,ACL26-W-293F1643C176,7b3ba9deefe99172748582f6025d995ccc2a6f86,445,"Applications, Datasets & Benchmarks",Writing,ViviDoc: Generating Interactive Documents through Human-Agent Collaboration,https://arxiv.org/abs/2603.01912,arxiv:2603.01912,2026-03-02,arXiv 2026,,,,,,,,,,,
ACL26-O-0166,ACL26-W-E540ED94D93D,7b3ba9deefe99172748582f6025d995ccc2a6f86,447,"Applications, Datasets & Benchmarks",Writing,Progressive Ideation using an Agentic AI Framework for Human-AI Co-Creation (MIDAS),https://arxiv.org/abs/2601.00475,arxiv:2601.00475,2026-01-01,arXiv 2026,,,,,,,,,,,
ACL26-O-0167,ACL26-W-9C1E5C5352DF,7b3ba9deefe99172748582f6025d995ccc2a6f86,449,"Applications, Datasets & Benchmarks",Writing,Prototypical Human-AI Collaboration Behaviors from LLM-Assisted Writing in the Wild,https://arxiv.org/abs/2505.16023,arxiv:2505.16023,2025-05-21,arXiv 2025,,,,,,,,,,,
ACL26-O-0168,ACL26-W-C970EBF2C407,7b3ba9deefe99172748582f6025d995ccc2a6f86,451,"Applications, Datasets & Benchmarks",Writing,XtraGPT: LLMs for Human-AI Collaboration on Controllable Academic Paper Revision,https://arxiv.org/abs/2505.11336,arxiv:2505.11336,2025-05-16,arXiv 2025,,,,,,,,,,,
ACL26-O-0169,ACL26-W-5BA841BD1C2A,7b3ba9deefe99172748582f6025d995ccc2a6f86,476,Taxonomy,Human Feedback,Just A Rather Very Intelligent Spoken Agent (JarvisBench),https://arxiv.org/abs/2607.16610,arxiv:2607.16610,2026/07,,Human Feedback,"Guidance, Corrective","Refinement, Critique",Segment,During Task,,,,,,
ACL26-O-0170,ACL26-W-0683577E1E9C,7b3ba9deefe99172748582f6025d995ccc2a6f86,477,Taxonomy,Human Feedback,LLM Agents for Deliberative Collaboration: A Study on Joint Decision Making Under Partial Observability,https://arxiv.org/abs/2607.06157,arxiv:2607.06157,2026/07 [](https://github.com/wcx21/deliberative-collaboration-agents),,Human Feedback,"Guidance, Evaluative","Critique, Binary Assessment",Segment,During Task,,,,,,
ACL26-O-0171,ACL26-W-6B3ADFD39E05,7b3ba9deefe99172748582f6025d995ccc2a6f86,478,Taxonomy,Human Feedback,HAS-Bench: Evaluating LLM-Based Human-Agent Systems under Configurable Human Participation,https://arxiv.org/abs/2607.04329,arxiv:2607.04329,2026/07,,Human Feedback,"Guidance, Evaluative, Corrective, Implicit","Critique, Refinement, Binary Assessment, Human Control","Holistic, Segment","Initial Setup, During Task, Post Task",,,,,,
ACL26-O-0172,ACL26-W-F7B93EF4142D,7b3ba9deefe99172748582f6025d995ccc2a6f86,479,Taxonomy,Human Feedback,Uncertainty Decomposition for Clarification Seeking in LLM Agents,https://arxiv.org/abs/2606.19559,arxiv:2606.19559,2026/06,,Human Feedback,Guidance,Demonstration,Segment,During Task,,,,,,
ACL26-O-0173,ACL26-W-B62CCF74D983,7b3ba9deefe99172748582f6025d995ccc2a6f86,480,Taxonomy,Human Feedback,Learning User Simulators with Turing Rewards,https://arxiv.org/abs/2606.19336,arxiv:2606.19336,2026/06,,Human Feedback,Implicit,User Action,Segment,During Task,,,,,,
ACL26-O-0174,ACL26-W-3B894E22ADAF,7b3ba9deefe99172748582f6025d995ccc2a6f86,481,Taxonomy,Human Feedback,Getting Better at Working With You: Compiling User Corrections into Runtime Enforcement for Coding Agents (TRACE),https://arxiv.org/abs/2606.13174,arxiv:2606.13174,2026/06 [](https://github.com/YujunZhou/tellonce),,Human Feedback,"Corrective, Guidance","Refinement, Critique",Segment,"During Task, Post Task",,,,,,
ACL26-O-0175,ACL26-W-589CAE49FEF9,7b3ba9deefe99172748582f6025d995ccc2a6f86,482,Taxonomy,Human Feedback,Re-Centering Humans in LLM Personalization,https://arxiv.org/abs/2606.06614,arxiv:2606.06614,2026/06,,Human Feedback,"Evaluative, Implicit","Preference Ranking, Scalar Rating, User Action","Holistic, Segment",Post Task,,,,,,
